"Job.Title","Position","Employee.Identifier","Fiscal.Year.2018","Total.Biennium","agency"
"ADMISSIONS/STUDENT SVCS SPEC","15501","BDEF0051AE","$7,709.46","$7,709.46","University of North Dakota"
"ADMISSIONS/STUDENT SVCS SPEC","16527","9A97D6430F","$5,951.68","$5,951.68","University of North Dakota"
"ADVANCED CATALOGING SPECIALIST","15017","106F13600D","$16,632.48","$16,632.48","University of North Dakota"
"ADVISOR ","16517","4C8D9F77FE","$7,503.10","$7,503.10","University of North Dakota"
"ADVISOR/INSTRUCTOR","14367","7CD50BEA69","$21,863.68","$21,863.68","University of North Dakota"
"ADVND CYBERINFRASTRUCTURE MGR ","103551","96DFD7BD12","$50,832.56","$50,832.56","University of North Dakota"
"AFFILIATE ASSOCIATE DEAN","17802","085CE7B184","$32,265.72","$32,265.72","University of North Dakota"
"AFFIRMATIVE ACTION SPECIALIST ","16798","E1D9C4F835","$22,066.56","$22,066.56","University of North Dakota"
"AIR TRAFFIC CONTROL ASSOCIATE ","13617","5A38A5CA06","$7,000.00","$7,000.00","University of North Dakota"
"AIR TRAFFIC CONTROL ASSOCIATE ","13617","A8F2BF73B1","$2,109.44","$2,109.44","University of North Dakota"
"AIR TRAFFIC CONTROL ASSOCIATE ","23857","13E709F76D","$8,322.78","$8,322.78","University of North Dakota"
"AIR TRAFFIC CONTROL ASSOCIATE ","23858","89E9128205","$8,282.76","$8,282.76","University of North Dakota"
"AIR TRAFFIC CONTROL ASSOCIATE ","23859","25C82C60E9","$7,000.00","$7,000.00","University of North Dakota"
"AIR TRAFFIC CONTROL ASSOCIATE ","28012","085FF2DBC0","$13,033.33","$13,033.33","University of North Dakota"
"AIR TRAFFIC CONTROL ASSOCIATE ","28499","9DCDF3B7DF","$10,500.00","$10,500.00","University of North Dakota"
"AIRCRAFT DETAILER ","27491","E64314B0C7","$13,608.36","$13,608.36","University of North Dakota"
"AIRCRAFT DISPATCH MANAGER ","16282","BE601D55BC","$29,961.56","$29,961.56","University of North Dakota"
"AIRCRAFT DISPATCHER ","14015","F46CB83999","$14,022.48","$14,022.48","University of North Dakota"
"AIRCRAFT DISPATCHER ","15694","BE41309C18","$16,243.36","$16,243.36","University of North Dakota"
"AIRCRAFT DISPATCHER ","16473","D02DD9549E","$13,305.61","$13,305.61","University of North Dakota"
"AIRCRAFT LINE TECH","14622","BD75595D2F","$16,540.94","$16,540.94","University of North Dakota"
"AIRCRAFT LINE TECH","15495","D4A87ED7E7","$2,891.02","$2,891.02","University of North Dakota"
"AIRCRAFT LINE TECH","15586","815425CE94","$15,544.70","$15,544.70","University of North Dakota"
"AIRCRAFT TECHNICIAN ","13657","9FE0323D30","$25,963.64","$25,963.64","University of North Dakota"
"AIRCRAFT TECHNICIAN ","13671","4F761AE928","$28,531.99","$28,531.99","University of North Dakota"
"AIRCRAFT TECHNICIAN ","13844","BB294E4C47","$28,062.92","$28,062.92","University of North Dakota"
"AIRCRAFT TECHNICIAN ","13891","C5B351721F","$22,175.53","$22,175.53","University of North Dakota"
"AIRCRAFT TECHNICIAN ","13899","680916AA61","$29,221.19","$29,221.19","University of North Dakota"
"AIRCRAFT TECHNICIAN ","14284","835D7B770D","$24,721.21","$24,721.21","University of North Dakota"
"AIRCRAFT TECHNICIAN ","15202","37451BCE80","$20,718.53","$20,718.53","University of North Dakota"
"AIRCRAFT TECHNICIAN ","15263","4F7D021269","$24,323.36","$24,323.36","University of North Dakota"
"AIRCRAFT TECHNICIAN ","16547","5B404C8560","$16,026.19","$16,026.19","University of North Dakota"
"AIRCRAFT TECHNICIAN ","24091","3197FBFB41","$22,845.12","$22,845.12","University of North Dakota"
"AIRCRAFT TECHNICIAN ","24093","EA88BD1A31","$21,982.53","$21,982.53","University of North Dakota"
"AIRCRAFT TECHNICIAN ","25444","151D1F8B8C","$24,589.06","$24,589.06","University of North Dakota"
"AIRCRAFT TECHNICIAN ","25445","4468A6D778","$25,989.46","$25,989.46","University of North Dakota"
"AIRCRAFT TECHNICIAN ","26847","F8C889EE18","$28,124.99","$28,124.99","University of North Dakota"
"AIRCRAFT TECHNICIAN ","27094","1E1900E778","$26,542.24","$26,542.24","University of North Dakota"
"AIRCRAFT TECHNICIAN ","27095","A1B49443A1","$20,802.35","$20,802.35","University of North Dakota"
"ALTITUDE CHAMBER MANAGER","102060","5BA1B3F71F","$37,023.00","$37,023.00","University of North Dakota"
"ALTITUDE CHAMBER TECH ","15232","ED163B617D","$26,973.96","$26,973.96","University of North Dakota"
"ANALYICAL CHEMIST ","15370","61D3BD6881","$18,646.26","$18,646.26","University of North Dakota"
"ANGEL FUND SPECIALIST ","13551","3F7501B2B1","$25,618.56","$25,618.56","University of North Dakota"
"ANIMAL LAB TECHNICIAN ","14342","1CD658BA9E","$2,954.55","$2,954.55","University of North Dakota"
"ANIMAL LAB TECHNICIAN ","14377","A1D57B2232","$20,477.04","$20,477.04","University of North Dakota"
"ANIMAL LAB TECHNICIAN ","14409","72F1635D37","$20,212.56","$20,212.56","University of North Dakota"
"ANIMAL LAB TECHNICIAN ","14649","5D121FB3BC","$16,222.56","$16,222.56","University of North Dakota"
"ANIMAL LAB TECHNICIAN ","22729","EE0D5DCC4C","$4,090.91","$4,090.91","University of North Dakota"
"ANIMAL LAB TECHNICIAN ","100599","6E974632EA","$7,750.00","$7,750.00","University of North Dakota"
"APPRENTICE PAINTER","15791","476558736A","$14,395.56","$14,395.56","University of North Dakota"
"ARCHIVAL PROCESSING SPPRT ASST","18356","778C9EC40A","$1,168.40","$1,168.40","University of North Dakota"
"ARCHIVAL PROCESSING SPPRT ASST","18356","F1212C1401","$1,366.21","$1,366.21","University of North Dakota"
"ARCHIVAL SPECIALIST ","13543","68C53535A7","$15,468.00","$15,468.00","University of North Dakota"
"ART & DESIGN FACILITIES TECH","15807","5995335285","$22,916.04","$22,916.04","University of North Dakota"
"ART DIRECTOR AND BRAND MANAGER","102594","D2DA7DA340","$39,000.00","$39,000.00","University of North Dakota"
"ASSC DIR OFC OF EXTND LEARNG","16294","60991B4460","$29,769.96","$29,769.96","University of North Dakota"
"ASSESSMENT & SYSTEMS ADMIN","23705","955D76B020","$31,824.48","$31,824.48","University of North Dakota"
"ASSIGNMENT COORDINATOR - APTS ","15786","5B0722B37C","$20,137.06","$20,137.06","University of North Dakota"
"ASSIGNMENTS COORDINATOR, APT","15129","2489487F20","$3,774.44","$3,774.44","University of North Dakota"
"ASSIGNMENTS COORDINATOR, APT","15129","A1AEA8B506","$10,412.50","$10,412.50","University of North Dakota"
"ASSIST DIR/ADVISOR","14437","2D3B01D74A","$33,989.52","$33,989.52","University of North Dakota"
"ASSIST TO THE DIR/AA COORD","15116","40015F53F7","$38,740.00","$38,740.00","University of North Dakota"
"ASSISTANT CHIEF OF OPERATIONS ","15573","A535443398","$36,564.00","$36,564.00","University of North Dakota"
"ASSISTANT COACH - VOLLEYBALL","17047","23F3425971","$18,000.00","$18,000.00","University of North Dakota"
"ASSISTANT CONTROLLER","14683","59C8B2AA03","$53,940.48","$53,940.48","University of North Dakota"
"ASSISTANT COOK","14402","C3F3692356","$12,278.04","$12,278.04","University of North Dakota"
"ASSISTANT COOK","15660","995BF0579B","$12,558.57","$12,558.57","University of North Dakota"
"ASSISTANT COOK","15704","789FABE89B","$13,545.63","$13,545.63","University of North Dakota"
"ASSISTANT COOK","15812","203D4213E4","$9,673.25","$9,673.25","University of North Dakota"
"ASSISTANT COOK","16509","357E735D67","$903.20","$903.20","University of North Dakota"
"ASSISTANT COOK","16509","D0735712FB","$10,786.33","$10,786.33","University of North Dakota"
"ASSISTANT COOK","16733","8112043128","$12,558.90","$12,558.90","University of North Dakota"
"ASSISTANT DEAN","16022","EFB7AA271B","$57,147.48","$57,147.48","University of North Dakota"
"ASSISTANT DEAN","17106","C2206B9A54","$34,677.96","$34,677.96","University of North Dakota"
"ASSISTANT DEAN","100829","EE1BE21C0A","$28,965.96","$28,965.96","University of North Dakota"
"ASSISTANT DEAN STUDENT LIFE ","22769","32069F140D","$49,472.52","$49,472.52","University of North Dakota"
"ASSISTANT DIRECTOR","15765","7602ACD1D7","$39,393.96","$39,393.96","University of North Dakota"
"ASSISTANT DIRECTOR","16055","650C098D29","$21,088.56","$21,088.56","University of North Dakota"
"ASSISTANT DIRECTOR","16615","EBAB02E1AF","$33,929.04","$33,929.04","University of North Dakota"
"ASSISTANT DIRECTOR","16800","85AA099A35","$23,750.04","$23,750.04","University of North Dakota"
"ASSISTANT DIRECTOR OF BANDS ","13817","542460B083","$7,318.82","$7,318.82","University of North Dakota"
"ASSISTANT DIRECTOR OF SYSTEMS ","13924","6A1336EFD6","$29,870.04","$29,870.04","University of North Dakota"
"ASSISTANT DIRECTOR OSSR ","15000","5809EC2E11","$29,438.00","$29,438.00","University of North Dakota"
"ASSISTANT DIRECTOR, PROGRAMS","13763","F923C81195","$24,000.00","$24,000.00","University of North Dakota"
"ASSISTANT DIRECTOR/ADVISOR","14969","BDDE0C51BA","$34,234.56","$34,234.56","University of North Dakota"
"ASSISTANT DIRECTOR/ADVISOR","15589","6C3EA63F2B","$28,181.52","$28,181.52","University of North Dakota"
"ASSISTANT MAINTENANCE COORD ","101279","928A5FD14E","$16,749.96","$16,749.96","University of North Dakota"
"ASSISTANT MANAGER ","15274","A31CF46527","$37,232.00","$37,232.00","University of North Dakota"
"ASSISTANT MANAGER ","16810","B7B0EC65A3","$44,647.24","$44,647.24","University of North Dakota"
"ASSISTANT MANAGER ","16894","84388C09BF","$29,068.03","$29,068.03","University of North Dakota"
"ASSISTANT PROF","14001","104FA70671","$52,335.96","$52,335.96","University of North Dakota"
"ASSISTANT PROF-PROBATIONARY ","16605","8CEBDECABC","$34,882.89","$34,882.89","University of North Dakota"
"ASSISTANT PROF-PROBATIONARY ","16605","EC5304EDB8","$4,894.00","$4,894.00","University of North Dakota"
"ASSISTANT PROF/DEPUTY DIRECTOR","14433","6092345E5C","$48,648.96","$48,648.96","University of North Dakota"
"ASSISTANT PROFESSOR ","13422","326AEF1D71","$33,436.47","$33,436.47","University of North Dakota"
"ASSISTANT PROFESSOR ","13423","E0C0FA1F61","$33,412.81","$33,412.81","University of North Dakota"
"ASSISTANT PROFESSOR ","13480","A864181B1A","$34,444.49","$34,444.49","University of North Dakota"
"ASSISTANT PROFESSOR ","13497","EA834C632A","$38,427.26","$38,427.26","University of North Dakota"
"ASSISTANT PROFESSOR ","13530","B0B151692A","$48,680.52","$48,680.52","University of North Dakota"
"ASSISTANT PROFESSOR ","13562","EA0CC60C15","$31,976.72","$31,976.72","University of North Dakota"
"ASSISTANT PROFESSOR ","13573","F914230A8E","$43,388.88","$43,388.88","University of North Dakota"
"ASSISTANT PROFESSOR ","13589","209C8C222C","$30,000.03","$30,000.03","University of North Dakota"
"ASSISTANT PROFESSOR ","13623","8673C75825","$44,833.34","$44,833.34","University of North Dakota"
"ASSISTANT PROFESSOR ","13637","D7C0E348CE","$37,626.12","$37,626.12","University of North Dakota"
"ASSISTANT PROFESSOR ","13723","81775311D7","$39,535.91","$39,535.91","University of North Dakota"
"ASSISTANT PROFESSOR ","13733","5F13D7EA61","$37,664.75","$37,664.75","University of North Dakota"
"ASSISTANT PROFESSOR ","13756","6AD05FACC4","$55,265.52","$55,265.52","University of North Dakota"
"ASSISTANT PROFESSOR ","13903","66A2EC22B6","$48,500.04","$48,500.04","University of North Dakota"
"ASSISTANT PROFESSOR ","13989","6F307271BB","$25,737.52","$25,737.52","University of North Dakota"
"ASSISTANT PROFESSOR ","14039","02EF7CD3CD","$8,141.00","$8,141.00","University of North Dakota"
"ASSISTANT PROFESSOR ","14054","AE92AEF42C","$25,999.99","$25,999.99","University of North Dakota"
"ASSISTANT PROFESSOR ","14073","432E871346","$50,263.56","$50,263.56","University of North Dakota"
"ASSISTANT PROFESSOR ","14079","2D0EF5C19A","$30,593.04","$30,593.04","University of North Dakota"
"ASSISTANT PROFESSOR ","14092","3A6BB78E33","$39,374.92","$39,374.92","University of North Dakota"
"ASSISTANT PROFESSOR ","14095","5E11BCA55B","$23,639.52","$23,639.52","University of North Dakota"
"ASSISTANT PROFESSOR ","14114","7F164C370D","$69,775.80","$69,775.80","University of North Dakota"
"ASSISTANT PROFESSOR ","14156","7FCB25E19F","$1,917.00","$1,917.00","University of North Dakota"
"ASSISTANT PROFESSOR ","14182","AEF75B0A3D","$38,625.00","$38,625.00","University of North Dakota"
"ASSISTANT PROFESSOR ","14201","0B5AC6B984","$34,926.52","$34,926.52","University of North Dakota"
"ASSISTANT PROFESSOR ","14274","8FC445D51C","$32,513.96","$32,513.96","University of North Dakota"
"ASSISTANT PROFESSOR ","14326","E6309A8E8F","$35,369.54","$35,369.54","University of North Dakota"
"ASSISTANT PROFESSOR ","14344","5EAA23C2E7","$39,747.49","$39,747.49","University of North Dakota"
"ASSISTANT PROFESSOR ","14355","9CB0B3A0D1","$43,269.93","$43,269.93","University of North Dakota"
"ASSISTANT PROFESSOR ","14400","92F414FFED","$31,781.54","$31,781.54","University of North Dakota"
"ASSISTANT PROFESSOR ","14419","68B6718359","$48,654.07","$48,654.07","University of North Dakota"
"ASSISTANT PROFESSOR ","14431","E2A2ED89F4","$45,346.01","$45,346.01","University of North Dakota"
"ASSISTANT PROFESSOR ","14456","A4582FED66","$33,952.04","$33,952.04","University of North Dakota"
"ASSISTANT PROFESSOR ","14488","DD1D01A3B2","$41,099.97","$41,099.97","University of North Dakota"
"ASSISTANT PROFESSOR ","14491","EE5BB8F37A","$43,642.24","$43,642.24","University of North Dakota"
"ASSISTANT PROFESSOR ","14518","05F5F50EBC","$35,842.02","$35,842.02","University of North Dakota"
"ASSISTANT PROFESSOR ","14569","C197EFF0AC","$9,792.73","$9,792.73","University of North Dakota"
"ASSISTANT PROFESSOR ","14585","4041F5A756","$7,500.38","$7,500.38","University of North Dakota"
"ASSISTANT PROFESSOR ","14585","E4C3B4A8A0","$34,500.00","$34,500.00","University of North Dakota"
"ASSISTANT PROFESSOR ","14612","73AC7B9EF8","$74,952.67","$74,952.67","University of North Dakota"
"ASSISTANT PROFESSOR ","14623","5571891002","$20,036.52","$20,036.52","University of North Dakota"
"ASSISTANT PROFESSOR ","14650","520B40A302","$106,791.08","$106,791.08","University of North Dakota"
"ASSISTANT PROFESSOR ","14693","5A22EB7445","$38,671.00","$38,671.00","University of North Dakota"
"ASSISTANT PROFESSOR ","14727","901BB46548","$33,551.53","$33,551.53","University of North Dakota"
"ASSISTANT PROFESSOR ","14772","0C4C0F12B3","$30,827.04","$30,827.04","University of North Dakota"
"ASSISTANT PROFESSOR ","14818","755D84D272","$31,500.00","$31,500.00","University of North Dakota"
"ASSISTANT PROFESSOR ","14828","3CDA0AFAE2","$3,500.00","$3,500.00","University of North Dakota"
"ASSISTANT PROFESSOR ","14830","12D183A06A","$45,348.48","$45,348.48","University of North Dakota"
"ASSISTANT PROFESSOR ","14923","4DCADE9139","$42,222.25","$42,222.25","University of North Dakota"
"ASSISTANT PROFESSOR ","15088","D08954451C","$35,589.60","$35,589.60","University of North Dakota"
"ASSISTANT PROFESSOR ","15141","23CD1EC55D","$30,426.04","$30,426.04","University of North Dakota"
"ASSISTANT PROFESSOR ","15144","BE24FBD865","$39,816.00","$39,816.00","University of North Dakota"
"ASSISTANT PROFESSOR ","15175","268CD16CFA","$15,853.58","$15,853.58","University of North Dakota"
"ASSISTANT PROFESSOR ","15186","7C2161EDA3","$52,369.32","$52,369.32","University of North Dakota"
"ASSISTANT PROFESSOR ","15195","037C748B59","$39,937.50","$39,937.50","University of North Dakota"
"ASSISTANT PROFESSOR ","15200","DB030E1AFD","$56,499.96","$56,499.96","University of North Dakota"
"ASSISTANT PROFESSOR ","15214","5684ABF14B","$29,499.96","$29,499.96","University of North Dakota"
"ASSISTANT PROFESSOR ","15217","DC736BA756","$24,943.56","$24,943.56","University of North Dakota"
"ASSISTANT PROFESSOR ","15238","B85D478883","$32,489.97","$32,489.97","University of North Dakota"
"ASSISTANT PROFESSOR ","15253","A81EEAB779","$54,999.96","$54,999.96","University of North Dakota"
"ASSISTANT PROFESSOR ","15265","E97AD4B01C","$41,967.48","$41,967.48","University of North Dakota"
"ASSISTANT PROFESSOR ","15309","809972865A","$42,749.99","$42,749.99","University of North Dakota"
"ASSISTANT PROFESSOR ","15331","8FD7668A95","$63,568.13","$63,568.13","University of North Dakota"
"ASSISTANT PROFESSOR ","15351","10DD5B7D9A","$27,923.51","$27,923.51","University of North Dakota"
"ASSISTANT PROFESSOR ","15383","67ACCCC066","$38,736.43","$38,736.43","University of North Dakota"
"ASSISTANT PROFESSOR ","15443","CD87CF87E7","$22,219.22","$22,219.22","University of North Dakota"
"ASSISTANT PROFESSOR ","15456","AB60EA35D1","$33,250.04","$33,250.04","University of North Dakota"
"ASSISTANT PROFESSOR ","15470","795D3409F1","$39,709.04","$39,709.04","University of North Dakota"
"ASSISTANT PROFESSOR ","15471","17940916C4","$41,777.46","$41,777.46","University of North Dakota"
"ASSISTANT PROFESSOR ","15507","03F8436113","$35,339.97","$35,339.97","University of North Dakota"
"ASSISTANT PROFESSOR ","15546","5A68BAC9C8","$61,058.52","$61,058.52","University of North Dakota"
"ASSISTANT PROFESSOR ","15592","96D3299421","$31,999.96","$31,999.96","University of North Dakota"
"ASSISTANT PROFESSOR ","15669","4B36B86D13","$54,173.53","$54,173.53","University of North Dakota"
"ASSISTANT PROFESSOR ","15738","1CCC4742AA","$2,000.00","$2,000.00","University of North Dakota"
"ASSISTANT PROFESSOR ","15761","0E6E5BBCF1","$37,064.47","$37,064.47","University of North Dakota"
"ASSISTANT PROFESSOR ","15787","0D20A42B04","$30,749.97","$30,749.97","University of North Dakota"
"ASSISTANT PROFESSOR ","15823","924534AFF6","$113,207.89","$113,207.89","University of North Dakota"
"ASSISTANT PROFESSOR ","15831","61D7425851","$7,706.25","$7,706.25","University of North Dakota"
"ASSISTANT PROFESSOR ","15881","77E861C3DA","$48,322.54","$48,322.54","University of North Dakota"
"ASSISTANT PROFESSOR ","15897","9D3009DDD8","$35,200.80","$35,200.80","University of North Dakota"
"ASSISTANT PROFESSOR ","15926","49266CC238","$30,125.02","$30,125.02","University of North Dakota"
"ASSISTANT PROFESSOR ","15981","F463A0A45A","$42,588.96","$42,588.96","University of North Dakota"
"ASSISTANT PROFESSOR ","15992","06F8C25F11","$34,500.03","$34,500.03","University of North Dakota"
"ASSISTANT PROFESSOR ","16039","14BD0896C5","$49,969.56","$49,969.56","University of North Dakota"
"ASSISTANT PROFESSOR ","16098","3E226134B5","$47,411.54","$47,411.54","University of North Dakota"
"ASSISTANT PROFESSOR ","16102","FE6FF05429","$500.00","$500.00","University of North Dakota"
